ticker,datetime,close
DANSKE.CO,2024-11-04T08:00:00.000Z,209
DANSKE.CO,2024-11-04T08:30:00.000Z,207.8000030517578
DANSKE.CO,2024-11-04T09:00:00.000Z,208.8000030517578
DANSKE.CO,2024-11-04T09:30:00.000Z,208.60000610351562
DANSKE.CO,2024-11-04T10:00:00.000Z,207.8000030517578
DANSKE.CO,2024-11-04T10:30:00.000Z,207.60000610351562
DANSKE.CO,2024-11-04T11:00:00.000Z,208.1999969482422
DANSKE.CO,2024-11-04T11:30:00.000Z,208.1999969482422
DANSKE.CO,2024-11-04T12:00:00.000Z,208.1999969482422
DANSKE.CO,2024-11-04T12:30:00.000Z,208
DANSKE.CO,2024-11-04T13:00:00.000Z,207.8000030517578
DANSKE.CO,2024-11-04T13:30:00.000Z,207.5
DANSKE.CO,2024-11-04T14:00:00.000Z,208.1999969482422
DANSKE.CO,2024-11-04T14:30:00.000Z,208
DANSKE.CO,2024-11-04T15:00:00.000Z,208.10000610351562
DANSKE.CO,2024-11-04T15:30:00.000Z,207.89999389648438
DANSKE.CO,2024-11-05T08:00:00.000Z,207.6999969482422
DANSKE.CO,2024-11-05T08:30:00.000Z,208.5
DANSKE.CO,2024-11-05T09:00:00.000Z,209
DANSKE.CO,2024-11-05T09:30:00.000Z,209.39999389648438
DANSKE.CO,2024-11-05T10:00:00.000Z,209
DANSKE.CO,2024-11-05T10:30:00.000Z,208.8000030517578
DANSKE.CO,2024-11-05T11:00:00.000Z,209
DANSKE.CO,2024-11-05T11:30:00.000Z,208.6999969482422
DANSKE.CO,2024-11-05T12:00:00.000Z,208.6999969482422
DANSKE.CO,2024-11-05T12:30:00.000Z,208.6999969482422
DANSKE.CO,2024-11-05T13:00:00.000Z,208.60000610351562
DANSKE.CO,2024-11-05T13:30:00.000Z,208.3000030517578
DANSKE.CO,2024-11-05T14:00:00.000Z,208.3000030517578
DANSKE.CO,2024-11-05T14:30:00.000Z,208.1999969482422
DANSKE.CO,2024-11-05T15:00:00.000Z,208.89999389648438
DANSKE.CO,2024-11-05T15:30:00.000Z,209.6999969482422
DANSKE.CO,2024-11-06T08:00:00.000Z,209.39999389648438
DANSKE.CO,2024-11-06T08:30:00.000Z,209.6999969482422
DANSKE.CO,2024-11-06T09:00:00.000Z,209.5
DANSKE.CO,2024-11-06T09:30:00.000Z,208.89999389648438
DANSKE.CO,2024-11-06T10:00:00.000Z,208.8000030517578
DANSKE.CO,2024-11-06T10:30:00.000Z,208.8000030517578
DANSKE.CO,2024-11-06T11:00:00.000Z,208
DANSKE.CO,2024-11-06T11:30:00.000Z,207.6999969482422
DANSKE.CO,2024-11-06T12:00:00.000Z,208.5
DANSKE.CO,2024-11-06T12:30:00.000Z,208.8000030517578
DANSKE.CO,2024-11-06T13:00:00.000Z,208.3000030517578
DANSKE.CO,2024-11-06T13:30:00.000Z,208.1999969482422
DANSKE.CO,2024-11-06T14:00:00.000Z,207.60000610351562
DANSKE.CO,2024-11-06T14:30:00.000Z,207.39999389648438
DANSKE.CO,2024-11-06T15:00:00.000Z,207.10000610351562
DANSKE.CO,2024-11-06T15:30:00.000Z,207.89999389648438
DANSKE.CO,2024-11-07T08:00:00.000Z,210.89999389648438
DANSKE.CO,2024-11-07T08:30:00.000Z,209.60000610351562
DANSKE.CO,2024-11-07T09:00:00.000Z,210
DANSKE.CO,2024-11-07T09:30:00.000Z,209.8000030517578
DANSKE.CO,2024-11-07T10:00:00.000Z,209.39999389648438
DANSKE.CO,2024-11-07T10:30:00.000Z,209.8000030517578
DANSKE.CO,2024-11-07T11:00:00.000Z,210.10000610351562
DANSKE.CO,2024-11-07T11:30:00.000Z,210.5
DANSKE.CO,2024-11-07T12:00:00.000Z,210.60000610351562
DANSKE.CO,2024-11-07T12:30:00.000Z,210.1999969482422
DANSKE.CO,2024-11-07T13:00:00.000Z,210.89999389648438
DANSKE.CO,2024-11-07T13:30:00.000Z,210.60000610351562
DANSKE.CO,2024-11-07T14:00:00.000Z,210.1999969482422
DANSKE.CO,2024-11-07T14:30:00.000Z,210.6999969482422
DANSKE.CO,2024-11-07T15:00:00.000Z,210.3000030517578
DANSKE.CO,2024-11-07T15:30:00.000Z,209.10000610351562
DANSKE.CO,2024-11-08T08:00:00.000Z,208.3000030517578
DANSKE.CO,2024-11-08T08:30:00.000Z,208.3000030517578
DANSKE.CO,2024-11-08T09:00:00.000Z,207.10000610351562
DANSKE.CO,2024-11-08T09:30:00.000Z,206.1999969482422
DANSKE.CO,2024-11-08T10:00:00.000Z,206.1999969482422
DANSKE.CO,2024-11-08T10:30:00.000Z,206.10000610351562
DANSKE.CO,2024-11-08T11:00:00.000Z,206.3000030517578
DANSKE.CO,2024-11-08T11:30:00.000Z,206.10000610351562
DANSKE.CO,2024-11-08T12:00:00.000Z,205.6999969482422
DANSKE.CO,2024-11-08T12:30:00.000Z,205.60000610351562
DANSKE.CO,2024-11-08T13:00:00.000Z,205.60000610351562
DANSKE.CO,2024-11-08T13:30:00.000Z,205.3000030517578
DANSKE.CO,2024-11-08T14:00:00.000Z,205
DANSKE.CO,2024-11-08T14:30:00.000Z,204.60000610351562
DANSKE.CO,2024-11-08T15:00:00.000Z,204.1999969482422
DANSKE.CO,2024-11-08T15:30:00.000Z,205
DANSKE.CO,2024-11-11T08:00:00.000Z,205.5
DANSKE.CO,2024-11-11T08:30:00.000Z,205.6999969482422
DANSKE.CO,2024-11-11T09:00:00.000Z,205.5
DANSKE.CO,2024-11-11T09:30:00.000Z,205.10000610351562
DANSKE.CO,2024-11-11T10:00:00.000Z,205.10000610351562
DANSKE.CO,2024-11-11T10:30:00.000Z,204.89999389648438
DANSKE.CO,2024-11-11T11:00:00.000Z,205
DANSKE.CO,2024-11-11T11:30:00.000Z,205.5
DANSKE.CO,2024-11-11T12:00:00.000Z,205.1999969482422
DANSKE.CO,2024-11-11T12:30:00.000Z,205.39999389648438
DANSKE.CO,2024-11-11T13:00:00.000Z,205.6999969482422
DANSKE.CO,2024-11-11T13:30:00.000Z,205.8000030517578
DANSKE.CO,2024-11-11T14:00:00.000Z,205.60000610351562
DANSKE.CO,2024-11-11T14:30:00.000Z,205.89999389648438
DANSKE.CO,2024-11-11T15:00:00.000Z,205.60000610351562
DANSKE.CO,2024-11-11T15:30:00.000Z,205.89999389648438
DANSKE.CO,2024-11-12T08:00:00.000Z,204.10000610351562
DANSKE.CO,2024-11-12T08:30:00.000Z,203.5
